Species	te	present_in
D.mel.COR018.fa	INVADER3	49
D.mel.COR018.fa	DMRER2DM	49
D.mel.COR018.fa	DMREPG	49
D.mel.COR018.fa	DMBLPP	49
D.mel.COR018.fa	TIRANT	42
D.mel.COR018.fa	DMU89994	49
D.mel.COR018.fa	SPRINGER	49
D.mel.COR018.fa	FROGGER	49
D.mel.COR018.fa	GYPSY4	49
D.mel.COR018.fa	BLOOD	49
D.mel.COR018.fa	RT1B	49
D.mel.COR018.fa	DOC5	49
D.mel.COR018.fa	ACCORD	49
D.mel.COR018.fa	Q	5
D.mel.COR018.fa	DMZAM	47
D.mel.COR018.fa	MARINER2	49
D.mel.COR018.fa	GYPSY6	49
D.mel.COR018.fa	DME278684	49
D.mel.COR018.fa	INVADER2	49
D.mel.COR018.fa	DIVER2	49
D.mel.COR018.fa	FW3	49
D.mel.COR018.fa	DMGYPF1A	49
D.mel.COR018.fa	DOC4	49
D.mel.COR018.fa	GYPSY8	42
D.mel.COR018.fa	GYPSY7	48
D.mel.COR018.fa	G7	48
D.mel.COR018.fa	QBERT	48
D.mel.COR018.fa	GYPSY10	49
D.mel.COR018.fa	G5_DM	49
D.mel.COR018.fa	GYPSY3	47
D.mel.COR018.fa	G2	49
D.mel.COR018.fa	412	49
D.mel.COR018.fa	FB	13
D.mel.COR018.fa	GYPSY12	49
D.mel.COR018.fa	STALKER4	49
D.mel.COR018.fa	JUAN	49
D.mel.COR018.fa	INVADER6	49
D.mel.COR018.fa	LOOPER1_DM	48
D.mel.COR018.fa	TRANSIB2	49
D.mel.COR018.fa	ROVER	49
D.mel.COR018.fa	DMHFL1	41
D.mel.COR018.fa	DMMDG3	49
D.mel.COR018.fa	DM_ROO	49
D.mel.COR018.fa	DMLINEJA	49
D.mel.COR018.fa	DMIS297	49
D.mel.COR018.fa	Beagle	49
D.mel.COR018.fa	IVK	49
D.mel.COR018.fa	DME9736	49
D.mel.COR018.fa	STALKER2	49
D.mel.COR018.fa	HOPPER2	49
D.mel.COR018.fa	DMTHB1	49
D.mel.COR018.fa	HEL	49
D.mel.COR018.fa	TABOR	49
D.mel.COR018.fa	TRANSIB1	49
D.mel.COR018.fa	G3	48
D.mel.COR018.fa	R1-2	49
D.mel.COR018.fa	RT1C	49
D.mel.COR018.fa	S2	49
D.mel.COR018.fa	G5A	49
D.mel.COR018.fa	INVADER4	49
D.mel.COR018.fa	GYPSY2	48
D.mel.COR018.fa	DMIS176	49
D.mel.COR018.fa	DOC2	49
D.mel.COR018.fa	TRANSIB4	49
D.mel.COR018.fa	DMTOM1_LTR	49
D.mel.COR018.fa	GYPSY9	25
D.mel.COR018.fa	BS3	49
D.mel.COR018.fa	DMCR1A	49
D.mel.COR018.fa	DOC3	49
D.mel.COR018.fa	GYPSY11	48
D.mel.COR018.fa	OSV	49
D.mel.COR018.fa	ROOA_LTR	48
D.mel.COR018.fa	G4_DM	49
D.mel.COR018.fa	1360	49
D.mel.COR018.fa	FW2	49
D.mel.COR018.fa	BS4	49
D.mel.COR018.fa	DM33463	49
D.mel.COR018.fa	TC3	49
D.mel.COR018.fa	TC1	49
D.mel.COR018.fa	PPI251	28
D.mel.COR018.fa	Beagle2	49
D.mel.COR018.fa	OPUS	49
D.mel.COR018.fa	DMDM11	49
D.mel.COR018.fa	DMTN1731	49
D.mel.COR018.fa	DMPOGOR11	49
D.mel.COR018.fa	DMCOPIA	49
D.mel.COR018.fa	F	49
D.mel.COR018.fa	ROXELEMENT	49
D.mel.COR018.fa	Tinker	49
D.mel.COR018.fa	INE1	49
D.mel.COR018.fa	TC1-2	49
D.mel.COR018.fa	AF541951	49
D.mel.COR018.fa	JOCKEY2	49
D.mel.COR023.fa	TAHRE	49
D.mel.COR023.fa	AY561850	33
D.mel.COR023.fa	DM06920	49
D.mel.COR023.fa	412	49
D.mel.COR023.fa	DMIS297	49
D.mel.COR023.fa	DMTNFB	49
D.mel.COR023.fa	DMBLPP	49
D.mel.COR023.fa	AF222049	49
D.mel.COR023.fa	BLOOD	49
D.mel.COR023.fa	Beagle	49
D.mel.COR023.fa	F	49
D.mel.COR023.fa	DMHFL1	41
D.mel.COR023.fa	DMIFACA	49
D.mel.COR023.fa	DMMDG3	49
D.mel.COR023.fa	DMTRDNA	49
D.mel.COR023.fa	STALKER2	49
D.mel.COR023.fa	DMIS176	49
D.mel.COR023.fa	DM_ROO	49
D.mel.COR023.fa	STALKER3	49
D.mel.COR023.fa	SPRINGER	49
D.mel.COR023.fa	FB	13
D.mel.COR023.fa	INVADER5	48
D.mel.COR023.fa	TRANSIB3	49
D.mel.COR023.fa	TC1	49
D.mel.COR023.fa	MARINER2	49
D.mel.COR023.fa	BAGGINS	49
D.mel.COR023.fa	HELITRON1_DM	49
D.mel.COR023.fa	STALKER	47
D.mel.COR023.fa	DMAURA	49
D.mel.COR023.fa	INVADER	49
D.mel.COR023.fa	CIRC	49
D.mel.COR023.fa	DMREPG	49
D.mel.COR023.fa	DME010298	49
D.mel.COR023.fa	DMBARI1	49
D.mel.COR023.fa	DMRER1DM	49
D.mel.COR023.fa	DMRER2DM	49
D.mel.COR023.fa	JUAN	49
D.mel.COR023.fa	PPI251	28
D.mel.COR023.fa	G2	49
D.mel.COR023.fa	GYPSY12	49
D.mel.COR023.fa	DMPOGOR11	49
D.mel.COR023.fa	FROGGER	49
D.mel.COR023.fa	Beagle2	49
D.mel.COR023.fa	DMCOPIA	49
D.mel.COR023.fa	BS3	49
D.mel.COR023.fa	Q	5
D.mel.COR023.fa	DMZAM	47
D.mel.COR023.fa	DM23420	49
D.mel.COR023.fa	GYPSY4	49
D.mel.COR023.fa	DME278684	49
D.mel.COR023.fa	INVADER2	49
D.mel.COR023.fa	GYPSY6	49
D.mel.COR023.fa	DIVER2	49
D.mel.COR023.fa	DM88	49
D.mel.COR023.fa	INVADER4	49
D.mel.COR023.fa	GYPSY8	42
D.mel.COR023.fa	GYPSY7	48
D.mel.COR023.fa	G7	48
D.mel.COR023.fa	DOC5	49
D.mel.COR023.fa	GYPSY10	49
D.mel.COR023.fa	GYPSY9	25
D.mel.COR023.fa	QBERT	48
D.mel.COR023.fa	G5_DM	49
D.mel.COR023.fa	GYPSY3	47
D.mel.COR023.fa	STALKER4	49
D.mel.COR023.fa	INVADER6	49
D.mel.COR023.fa	LOOPER1_DM	48
D.mel.COR023.fa	INVADER3	49
D.mel.COR023.fa	TRANSIB2	49
D.mel.COR023.fa	G6_DM	49
D.mel.COR023.fa	DM33463	49
D.mel.COR023.fa	DME9736	49
D.mel.COR023.fa	DMLINEJA	49
D.mel.COR023.fa	TIRANT	42
D.mel.COR023.fa	IVK	49
D.mel.COR023.fa	GTWIN	49
D.mel.COR023.fa	DM14101	28
D.mel.COR023.fa	TARTC	35
D.mel.COR023.fa	DMGYPF1A	49
D.mel.COR023.fa	HOPPER2	49
D.mel.COR023.fa	TRANSIB1	49
D.mel.COR023.fa	G3	48
D.mel.COR023.fa	R1-2	49
D.mel.COR023.fa	DMTN1731	49
D.mel.COR023.fa	S2	49
D.mel.COR023.fa	G5A	49
D.mel.COR023.fa	HEL	49
D.mel.COR023.fa	ROXELEMENT	49
D.mel.COR023.fa	DMW1DOC	49
D.mel.COR023.fa	GYPSY2	48
D.mel.COR023.fa	GYPSY5	45
D.mel.COR023.fa	DOC2	49
D.mel.COR023.fa	DMTOM1_LTR	49
D.mel.COR023.fa	RT1C	49
D.mel.COR023.fa	FW3	49
D.mel.COR023.fa	ACCORD	49
D.mel.COR023.fa	DMCR1A	49
D.mel.COR023.fa	DOC3	49
D.mel.COR023.fa	TRANSIB4	49
D.mel.COR023.fa	DOC4	49
D.mel.COR023.fa	GYPSY11	48
D.mel.COR023.fa	OSV	49
D.mel.COR023.fa	ROOA_LTR	48
D.mel.COR023.fa	DMDM11	49
D.mel.COR023.fa	G4_DM	49
D.mel.COR023.fa	1360	49
D.mel.COR023.fa	McCLINTOCK	49
D.mel.COR023.fa	DMTHB1	49
D.mel.COR023.fa	FW2	49
D.mel.COR023.fa	BS4	49
D.mel.COR023.fa	TC3	49
D.mel.COR023.fa	BS	49
D.mel.COR023.fa	ROVER	49
D.mel.COR023.fa	DMU89994	49
D.mel.COR023.fa	OPUS	49
D.mel.COR023.fa	QUASIMODO	49
D.mel.COR023.fa	DME487856	49
D.mel.COR023.fa	RT1B	49
D.mel.COR023.fa	Tinker	49
D.mel.COR023.fa	TABOR	49
D.mel.COR023.fa	DMRTMGD1	49
D.mel.COR023.fa	INE1	49
D.mel.COR023.fa	TC1-2	49
D.mel.COR023.fa	AF541951	49
D.mel.COR023.fa	JOCKEY2	49
D.mel.COR025.fa	AY561850	33
D.mel.COR025.fa	TARTC	35
D.mel.COR025.fa	PPI251	28
D.mel.COR025.fa	DMBLPP	49
D.mel.COR025.fa	QUASIMODO	49
D.mel.COR025.fa	DMBARI1	49
D.mel.COR025.fa	DMTNFB	49
D.mel.COR025.fa	OPUS	49
D.mel.COR025.fa	TIRANT	42
D.mel.COR025.fa	GYPSY5	45
D.mel.COR025.fa	DMHFL1	41
D.mel.COR025.fa	DME010298	49
D.mel.COR025.fa	DM_ROO	49
D.mel.COR025.fa	DMRTMGD1	49
D.mel.COR025.fa	DMTRDNA	49
D.mel.COR025.fa	DMIS176	49
D.mel.COR025.fa	412	49
D.mel.COR025.fa	Beagle2	49
D.mel.COR025.fa	GTWIN	49
D.mel.COR025.fa	ACCORD	49
D.mel.COR025.fa	INVADER	49
D.mel.COR025.fa	INVADER5	48
D.mel.COR025.fa	TRANSIB3	49
D.mel.COR025.fa	TC1	49
D.mel.COR025.fa	BAGGINS	49
D.mel.COR025.fa	HELITRON1_DM	49
D.mel.COR025.fa	DMAURA	49
D.mel.COR025.fa	STALKER2	49
D.mel.COR025.fa	DMRER1DM	49
D.mel.COR025.fa	DMDM11	49
D.mel.COR025.fa	CIRC	49
D.mel.COR025.fa	STALKER3	49
D.mel.COR025.fa	DMREPG	49
D.mel.COR025.fa	DMIS297	49
D.mel.COR025.fa	G2	49
D.mel.COR025.fa	FROGGER	49
D.mel.COR025.fa	TRANSIB4	49
D.mel.COR025.fa	DOC5	49
D.mel.COR025.fa	Q	5
D.mel.COR025.fa	STALKER	47
D.mel.COR025.fa	MARINER2	49
D.mel.COR025.fa	F	49
D.mel.COR025.fa	JUAN	49
D.mel.COR025.fa	G5A	49
D.mel.COR025.fa	FW3	49
D.mel.COR025.fa	DIVER2	49
D.mel.COR025.fa	GYPSY8	42
D.mel.COR025.fa	GYPSY7	48
D.mel.COR025.fa	G7	48
D.mel.COR025.fa	GYPSY10	49
D.mel.COR025.fa	G5_DM	49
D.mel.COR025.fa	GYPSY3	47
D.mel.COR025.fa	GYPSY12	49
D.mel.COR025.fa	INVADER6	49
D.mel.COR025.fa	LOOPER1_DM	48
D.mel.COR025.fa	INVADER3	49
D.mel.COR025.fa	TRANSIB2	49
D.mel.COR025.fa	G6_DM	49
D.mel.COR025.fa	FB	13
D.mel.COR025.fa	Tinker	49
D.mel.COR025.fa	ROXELEMENT	49
D.mel.COR025.fa	DMTN1731	49
D.mel.COR025.fa	DM23420	49
D.mel.COR025.fa	DMIFACA	49
D.mel.COR025.fa	HOPPER2	49
D.mel.COR025.fa	AF222049	49
D.mel.COR025.fa	ROVER	49
D.mel.COR025.fa	BLOOD	49
D.mel.COR025.fa	DME9736	49
D.mel.COR025.fa	GYPSY6	49
D.mel.COR025.fa	DMZAM	47
D.mel.COR025.fa	HEL	49
D.mel.COR025.fa	STALKER4	49
D.mel.COR025.fa	DMTHB1	49
D.mel.COR025.fa	TABOR	49
D.mel.COR025.fa	QBERT	48
D.mel.COR025.fa	GYPSY9	25
D.mel.COR025.fa	TRANSIB1	49
D.mel.COR025.fa	G3	48
D.mel.COR025.fa	R1-2	49
D.mel.COR025.fa	INVADER4	49
D.mel.COR025.fa	RT1C	49
D.mel.COR025.fa	S2	49
D.mel.COR025.fa	DMU89994	49
D.mel.COR025.fa	DMPOGOR11	49
D.mel.COR025.fa	GYPSY2	48
D.mel.COR025.fa	GYPSY4	49
D.mel.COR025.fa	DOC2	49
D.mel.COR025.fa	DMTOM1_LTR	49
D.mel.COR025.fa	BS3	49
D.mel.COR025.fa	DMCR1A	49
D.mel.COR025.fa	1360	49
D.mel.COR025.fa	DM88	49
D.mel.COR025.fa	DME487856	49
D.mel.COR025.fa	DOC3	49
D.mel.COR025.fa	DOC4	49
D.mel.COR025.fa	IVK	49
D.mel.COR025.fa	GYPSY11	48
D.mel.COR025.fa	OSV	49
D.mel.COR025.fa	INVADER2	49
D.mel.COR025.fa	ROOA_LTR	48
D.mel.COR025.fa	G4_DM	49
D.mel.COR025.fa	FW2	49
D.mel.COR025.fa	BS4	49
D.mel.COR025.fa	DM33463	49
D.mel.COR025.fa	TC3	49
D.mel.COR025.fa	McCLINTOCK	49
D.mel.COR025.fa	DMCOPIA	49
D.mel.COR025.fa	DMW1DOC	49
D.mel.COR025.fa	BS	49
D.mel.COR025.fa	DME278684	49
D.mel.COR025.fa	DMMDG3	49
D.mel.COR025.fa	DMGYPF1A	49
D.mel.COR025.fa	SPRINGER	49
D.mel.COR025.fa	RT1B	49
D.mel.COR025.fa	Beagle	49
D.mel.COR025.fa	DMLINEJA	49
D.mel.COR025.fa	DM14101	28
D.mel.COR025.fa	INE1	49
D.mel.COR025.fa	TC1-2	49
D.mel.COR025.fa	AF541951	49
D.mel.COR025.fa	JOCKEY2	49
D.mel.COR025.fa	TAHRE	49
D.mel.COR025.fa	DM06920	49
D.mel.COR025.fa	DMRER2DM	49
D.mel.GIM012.fa	AY561850	33
D.mel.GIM012.fa	DM06920	49
D.mel.GIM012.fa	TAHRE	49
D.mel.GIM012.fa	DM14101	28
D.mel.GIM012.fa	TARTC	35
D.mel.GIM012.fa	PPI251	28
D.mel.GIM012.fa	Beagle	49
D.mel.GIM012.fa	DMTNFB	49
D.mel.GIM012.fa	DMTRDNA	49
D.mel.GIM012.fa	STALKER2	49
D.mel.GIM012.fa	SPRINGER	49
D.mel.GIM012.fa	DMIS297	49
D.mel.GIM012.fa	STALKER3	49
D.mel.GIM012.fa	DMGYPF1A	49
D.mel.GIM012.fa	ACCORD	49
D.mel.GIM012.fa	INVADER5	48
D.mel.GIM012.fa	TRANSIB3	49
D.mel.GIM012.fa	MARINER2	49
D.mel.GIM012.fa	DM88	49
D.mel.GIM012.fa	BAGGINS	49
D.mel.GIM012.fa	HELITRON1_DM	49
D.mel.GIM012.fa	DMREPG	49
D.mel.GIM012.fa	DME010298	49
D.mel.GIM012.fa	DMAURA	49
D.mel.GIM012.fa	CIRC	49
D.mel.GIM012.fa	412	49
D.mel.GIM012.fa	DMRER2DM	49
D.mel.GIM012.fa	DMPOGOR11	49
D.mel.GIM012.fa	RT1B	49
D.mel.GIM012.fa	QUASIMODO	49
D.mel.GIM012.fa	FROGGER	49
D.mel.GIM012.fa	GTWIN	49
D.mel.GIM012.fa	DOC5	49
D.mel.GIM012.fa	Q	5
D.mel.GIM012.fa	DMZAM	47
D.mel.GIM012.fa	DMCR1A	49
D.mel.GIM012.fa	TABOR	49
D.mel.GIM012.fa	DMIS176	49
D.mel.GIM012.fa	QBERT	48
D.mel.GIM012.fa	DIVER2	49
D.mel.GIM012.fa	FW3	49
D.mel.GIM012.fa	TRANSIB4	49
D.mel.GIM012.fa	DOC2	49
D.mel.GIM012.fa	GYPSY8	42
D.mel.GIM012.fa	GYPSY7	48
D.mel.GIM012.fa	G7	48
D.mel.GIM012.fa	GYPSY10	49
D.mel.GIM012.fa	G5_DM	49
D.mel.GIM012.fa	GYPSY3	47
D.mel.GIM012.fa	IVK	49
D.mel.GIM012.fa	GYPSY12	49
D.mel.GIM012.fa	INVADER6	49
D.mel.GIM012.fa	LOOPER1_DM	48
D.mel.GIM012.fa	INVADER3	49
D.mel.GIM012.fa	TRANSIB2	49
D.mel.GIM012.fa	G6_DM	49
D.mel.GIM012.fa	ROVER	49
D.mel.GIM012.fa	DM_ROO	49
D.mel.GIM012.fa	DMLINEJA	49
D.mel.GIM012.fa	OPUS	49
D.mel.GIM012.fa	AF222049	49
D.mel.GIM012.fa	DMBARI1	49
D.mel.GIM012.fa	F	49
D.mel.GIM012.fa	BS	49
D.mel.GIM012.fa	DMIFACA	49
D.mel.GIM012.fa	JUAN	49
D.mel.GIM012.fa	HOPPER2	49
D.mel.GIM012.fa	TC1	49
D.mel.GIM012.fa	FB	13
D.mel.GIM012.fa	DME9736	49
D.mel.GIM012.fa	DMTHB1	49
D.mel.GIM012.fa	GYPSY6	49
D.mel.GIM012.fa	BS3	49
D.mel.GIM012.fa	HEL	49
D.mel.GIM012.fa	DOC3	49
D.mel.GIM012.fa	TRANSIB1	49
D.mel.GIM012.fa	McCLINTOCK	49
D.mel.GIM012.fa	G3	48
D.mel.GIM012.fa	R1-2	49
D.mel.GIM012.fa	DMTN1731	49
D.mel.GIM012.fa	Beagle2	49
D.mel.GIM012.fa	GYPSY5	45
D.mel.GIM012.fa	RT1C	49
D.mel.GIM012.fa	S2	49
D.mel.GIM012.fa	G5A	49
D.mel.GIM012.fa	INVADER4	49
D.mel.GIM012.fa	DMRER1DM	49
D.mel.GIM012.fa	ROXELEMENT	49
D.mel.GIM012.fa	INVADER2	49
D.mel.GIM012.fa	DMBLPP	49
D.mel.GIM012.fa	INVADER	49
D.mel.GIM012.fa	STALKER	47
D.mel.GIM012.fa	GYPSY2	48
D.mel.GIM012.fa	GYPSY4	49
D.mel.GIM012.fa	DMTOM1_LTR	49
D.mel.GIM012.fa	GYPSY9	25
D.mel.GIM012.fa	DOC4	49
D.mel.GIM012.fa	GYPSY11	48
D.mel.GIM012.fa	OSV	49
D.mel.GIM012.fa	ROOA_LTR	48
D.mel.GIM012.fa	DMDM11	49
D.mel.GIM012.fa	G4_DM	49
D.mel.GIM012.fa	Tinker	49
D.mel.GIM012.fa	FW2	49
D.mel.GIM012.fa	BS4	49
D.mel.GIM012.fa	DM33463	49
D.mel.GIM012.fa	TC3	49
D.mel.GIM012.fa	BLOOD	49
D.mel.GIM012.fa	DME487856	49
D.mel.GIM012.fa	STALKER4	49
D.mel.GIM012.fa	TIRANT	42
D.mel.GIM012.fa	DMCOPIA	49
D.mel.GIM012.fa	DMMDG3	49
D.mel.GIM012.fa	DMHFL1	41
D.mel.GIM012.fa	DM23420	49
D.mel.GIM012.fa	DMRTMGD1	49
D.mel.GIM012.fa	DME278684	49
D.mel.GIM012.fa	DMW1DOC	49
D.mel.GIM012.fa	INE1	49
D.mel.GIM012.fa	TC1-2	49
D.mel.GIM012.fa	AF541951	49
D.mel.GIM012.fa	JOCKEY2	49
D.mel.GIM012.fa	1360	49
D.mel.GIM012.fa	G2	49
D.mel.GIM012.fa	DMU89994	49
D.mel.GIM024.fa	TARTC	35
D.mel.GIM024.fa	DM14101	28
D.mel.GIM024.fa	TAHRE	49
D.mel.GIM024.fa	DM06920	49
D.mel.GIM024.fa	DMHFL1	41
D.mel.GIM024.fa	DM_ROO	49
D.mel.GIM024.fa	DMBLPP	49
D.mel.GIM024.fa	DMGYPF1A	49
D.mel.GIM024.fa	GTWIN	49
D.mel.GIM024.fa	GYPSY5	45
D.mel.GIM024.fa	TIRANT	42
D.mel.GIM024.fa	STALKER3	49
D.mel.GIM024.fa	INVADER5	48
D.mel.GIM024.fa	TRANSIB3	49
D.mel.GIM024.fa	TC1	49
D.mel.GIM024.fa	MARINER2	49
D.mel.GIM024.fa	BAGGINS	49
D.mel.GIM024.fa	HELITRON1_DM	49
D.mel.GIM024.fa	DMAURA	49
D.mel.GIM024.fa	CIRC	49
D.mel.GIM024.fa	INVADER	49
D.mel.GIM024.fa	DMREPG	49
D.mel.GIM024.fa	DME010298	49
D.mel.GIM024.fa	DMRER1DM	49
D.mel.GIM024.fa	DMPOGOR11	49
D.mel.GIM024.fa	DM23420	49
D.mel.GIM024.fa	DMIS176	49
D.mel.GIM024.fa	DMU89994	49
D.mel.GIM024.fa	ROXELEMENT	49
D.mel.GIM024.fa	DMW1DOC	49
D.mel.GIM024.fa	RT1B	49
D.mel.GIM024.fa	FROGGER	49
D.mel.GIM024.fa	DOC5	49
D.mel.GIM024.fa	STALKER2	49
D.mel.GIM024.fa	DMRTMGD1	49
D.mel.GIM024.fa	ACCORD	49
D.mel.GIM024.fa	Q	5
D.mel.GIM024.fa	DMZAM	47
D.mel.GIM024.fa	QBERT	48
D.mel.GIM024.fa	FW3	49
D.mel.GIM024.fa	DIVER2	49
D.mel.GIM024.fa	GYPSY8	42
D.mel.GIM024.fa	GYPSY7	48
D.mel.GIM024.fa	G7	48
D.mel.GIM024.fa	GYPSY10	49
D.mel.GIM024.fa	GYPSY3	47
D.mel.GIM024.fa	F	49
D.mel.GIM024.fa	GYPSY12	49
D.mel.GIM024.fa	STALKER4	49
D.mel.GIM024.fa	INVADER6	49
D.mel.GIM024.fa	LOOPER1_DM	48
D.mel.GIM024.fa	INVADER3	49
D.mel.GIM024.fa	TRANSIB2	49
D.mel.GIM024.fa	G6_DM	49
D.mel.GIM024.fa	PPI251	28
D.mel.GIM024.fa	BLOOD	49
D.mel.GIM024.fa	412	49
D.mel.GIM024.fa	DMIS297	49
D.mel.GIM024.fa	Beagle	49
D.mel.GIM024.fa	DMMDG3	49
D.mel.GIM024.fa	DME278684	49
D.mel.GIM024.fa	DMBARI1	49
D.mel.GIM024.fa	DMLINEJA	49
D.mel.GIM024.fa	DMIFACA	49
D.mel.GIM024.fa	QUASIMODO	49
D.mel.GIM024.fa	DME9736	49
D.mel.GIM024.fa	DMTNFB	49
D.mel.GIM024.fa	ROVER	49
D.mel.GIM024.fa	OPUS	49
D.mel.GIM024.fa	HOPPER2	49
D.mel.GIM024.fa	BS	49
D.mel.GIM024.fa	FB	13
D.mel.GIM024.fa	AF222049	49
D.mel.GIM024.fa	DMTHB1	49
D.mel.GIM024.fa	TABOR	49
D.mel.GIM024.fa	HEL	49
D.mel.GIM024.fa	TRANSIB1	49
D.mel.GIM024.fa	G3	48
D.mel.GIM024.fa	R1-2	49
D.mel.GIM024.fa	DMTN1731	49
D.mel.GIM024.fa	INVADER4	49
D.mel.GIM024.fa	RT1C	49
D.mel.GIM024.fa	S2	49
D.mel.GIM024.fa	G5A	49
D.mel.GIM024.fa	TRANSIB4	49
D.mel.GIM024.fa	GYPSY2	48
D.mel.GIM024.fa	GYPSY4	49
D.mel.GIM024.fa	DOC2	49
D.mel.GIM024.fa	DMTOM1_LTR	49
D.mel.GIM024.fa	SPRINGER	49
D.mel.GIM024.fa	BS3	49
D.mel.GIM024.fa	DM88	49
D.mel.GIM024.fa	DMCR1A	49
D.mel.GIM024.fa	DOC3	49
D.mel.GIM024.fa	GYPSY6	49
D.mel.GIM024.fa	DOC4	49
D.mel.GIM024.fa	GYPSY11	48
D.mel.GIM024.fa	OSV	49
D.mel.GIM024.fa	INVADER2	49
D.mel.GIM024.fa	ROOA_LTR	48
D.mel.GIM024.fa	G4_DM	49
D.mel.GIM024.fa	1360	49
D.mel.GIM024.fa	McCLINTOCK	49
D.mel.GIM024.fa	FW2	49
D.mel.GIM024.fa	JUAN	49
D.mel.GIM024.fa	BS4	49
D.mel.GIM024.fa	DM33463	49
D.mel.GIM024.fa	IVK	49
D.mel.GIM024.fa	TC3	49
D.mel.GIM024.fa	G5_DM	49
D.mel.GIM024.fa	G2	49
D.mel.GIM024.fa	DMDM11	49
D.mel.GIM024.fa	DMCOPIA	49
D.mel.GIM024.fa	Tinker	49
D.mel.GIM024.fa	STALKER	47
D.mel.GIM024.fa	DME487856	49
D.mel.GIM024.fa	DMTRDNA	49
D.mel.GIM024.fa	Beagle2	49
D.mel.GIM024.fa	INE1	49
D.mel.GIM024.fa	TC1-2	49
D.mel.GIM024.fa	AF541951	49
D.mel.GIM024.fa	JOCKEY2	49
D.mel.GIM024.fa	AY561850	33
D.mel.GIM024.fa	GYPSY9	25
D.mel.GIM024.fa	DMRER2DM	49
D.mel.Iso1.fa	DIVER2	49
D.mel.Iso1.fa	GYPSY8	42
D.mel.Iso1.fa	ROXELEMENT	49
D.mel.Iso1.fa	GYPSY7	48
D.mel.Iso1.fa	G7	48
D.mel.Iso1.fa	DMGYPF1A	49
D.mel.Iso1.fa	GYPSY10	49
D.mel.Iso1.fa	QBERT	48
D.mel.Iso1.fa	G5_DM	49
D.mel.Iso1.fa	GYPSY3	47
D.mel.Iso1.fa	INVADER3	49
D.mel.Iso1.fa	GYPSY12	49
D.mel.Iso1.fa	INVADER6	49
D.mel.Iso1.fa	LOOPER1_DM	48
D.mel.Iso1.fa	OPUS	49
D.mel.Iso1.fa	DMIS176	49
D.mel.Iso1.fa	Tinker	49
D.mel.Iso1.fa	412	49
D.mel.Iso1.fa	TAHRE	49
D.mel.Iso1.fa	AY561850	33
D.mel.Iso1.fa	DM06920	49
D.mel.Iso1.fa	DM23420	49
D.mel.Iso1.fa	RT1B	49
D.mel.Iso1.fa	TABOR	49
D.mel.Iso1.fa	DMHFL1	41
D.mel.Iso1.fa	GYPSY5	45
D.mel.Iso1.fa	ROVER	49
D.mel.Iso1.fa	DMMDG3	49
D.mel.Iso1.fa	DMBLPP	49
D.mel.Iso1.fa	STALKER	47
D.mel.Iso1.fa	DMRTMGD1	49
D.mel.Iso1.fa	SPRINGER	49
D.mel.Iso1.fa	STALKER4	49
D.mel.Iso1.fa	AF222049	49
D.mel.Iso1.fa	DMTNFB	49
D.mel.Iso1.fa	DMTRDNA	49
D.mel.Iso1.fa	F	49
D.mel.Iso1.fa	DME278684	49
D.mel.Iso1.fa	BS	49
D.mel.Iso1.fa	DMDM11	49
D.mel.Iso1.fa	Beagle2	49
D.mel.Iso1.fa	TC3	49
D.mel.Iso1.fa	DM33463	49
D.mel.Iso1.fa	BS4	49
D.mel.Iso1.fa	FW2	49
D.mel.Iso1.fa	DMU89994	49
D.mel.Iso1.fa	GYPSY2	48
D.mel.Iso1.fa	GYPSY4	49
D.mel.Iso1.fa	DOC2	49
D.mel.Iso1.fa	DMTOM1_LTR	49
D.mel.Iso1.fa	BS3	49
D.mel.Iso1.fa	DMZAM	47
D.mel.Iso1.fa	INVADER4	49
D.mel.Iso1.fa	FW3	49
D.mel.Iso1.fa	ACCORD	49
D.mel.Iso1.fa	DMCR1A	49
D.mel.Iso1.fa	DM14101	28
D.mel.Iso1.fa	CIRC	49
D.mel.Iso1.fa	DOC5	49
D.mel.Iso1.fa	DMRER1DM	49
D.mel.Iso1.fa	McCLINTOCK	49
D.mel.Iso1.fa	DMTHB1	49
D.mel.Iso1.fa	DME9736	49
D.mel.Iso1.fa	HEL	49
D.mel.Iso1.fa	IVK	49
D.mel.Iso1.fa	DMIFACA	49
D.mel.Iso1.fa	FB	13
D.mel.Iso1.fa	HOPPER2	49
D.mel.Iso1.fa	STALKER2	49
D.mel.Iso1.fa	DMLINEJA	49
D.mel.Iso1.fa	TIRANT	42
D.mel.Iso1.fa	DMIS297	49
D.mel.Iso1.fa	DOC3	49
D.mel.Iso1.fa	INVADER	49
D.mel.Iso1.fa	DMAURA	49
D.mel.Iso1.fa	G2	49
D.mel.Iso1.fa	Q	5
D.mel.Iso1.fa	GYPSY6	49
D.mel.Iso1.fa	STALKER3	49
D.mel.Iso1.fa	G6_DM	49
D.mel.Iso1.fa	FROGGER	49
D.mel.Iso1.fa	GTWIN	49
D.mel.Iso1.fa	1360	49
D.mel.Iso1.fa	BLOOD	49
D.mel.Iso1.fa	DM_ROO	49
D.mel.Iso1.fa	QUASIMODO	49
D.mel.Iso1.fa	Beagle	49
D.mel.Iso1.fa	DMCOPIA	49
D.mel.Iso1.fa	DMPOGOR11	49
D.mel.Iso1.fa	TARTC	35
D.mel.Iso1.fa	JOCKEY2	49
D.mel.Iso1.fa	AF541951	49
